id,title,brand,prompt
leatt_velocity_4_0_white,"Leatt Velocity 4.0 White",Leatt,"Professional 8k studio product photography of a Leatt Velocity 4.0 White motorcycle helmet. Features: gloss White finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_advant,"LS2 Advant",LS2,"Professional 8k studio product photography of a LS2 Advant motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_advant_matte-black,"LS2 Advant Matte Black",LS2,"Professional 8k studio product photography of a LS2 Advant Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_advant_operator-tc-3,"LS2 Advant Operator TC-3",LS2,"Professional 8k studio product photography of a LS2 Advant Operator TC-3 motorcycle helmet. Features: gloss Operator TC-3 finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_advant_pearl-white,"LS2 Advant Pearl White",LS2,"Professional 8k studio product photography of a LS2 Advant Pearl White motorcycle helmet. Features: gloss Pearl White finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_advant_street-grey,"LS2 Advant Street Grey",LS2,"Professional 8k studio product photography of a LS2 Advant Street Grey motorcycle helmet. Features: matte Street Grey finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_advant_stripe-grey,"LS2 Advant Stripe Grey",LS2,"Professional 8k studio product photography of a LS2 Advant Stripe Grey motorcycle helmet. Features: gloss Stripe Grey finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_advant_vortex-red,"LS2 Advant Vortex Red",LS2,"Professional 8k studio product photography of a LS2 Advant Vortex Red motorcycle helmet. Features: gloss Vortex Red finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_blaze,"LS2 Blaze",LS2,"Professional 8k studio product photography of a LS2 Blaze motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_blaze_black,"LS2 Blaze Black",LS2,"Professional 8k studio product photography of a LS2 Blaze Black motorcycle helmet. Features: matte Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_blaze_silver,"LS2 Blaze Silver",LS2,"Professional 8k studio product photography of a LS2 Blaze Silver motorcycle helmet. Features: gloss Silver finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger,"LS2 Challenger",LS2,"Professional 8k studio product photography of a LS2 Challenger motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger_carbon,"LS2 Challenger Carbon",LS2,"Professional 8k studio product photography of a LS2 Challenger Carbon motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger_carbon_matte-black,"LS2 Challenger Carbon Matte Black",LS2,"Professional 8k studio product photography of a LS2 Challenger Carbon Matte Black motorcycle helmet. Features: matte Matte Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger_carbon_pearl-white,"LS2 Challenger Carbon Pearl White",LS2,"Professional 8k studio product photography of a LS2 Challenger Carbon Pearl White motorcycle helmet. Features: gloss Pearl White finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger_carbon_raptor-tc-2,"LS2 Challenger Carbon Raptor TC-2",LS2,"Professional 8k studio product photography of a LS2 Challenger Carbon Raptor TC-2 motorcycle helmet. Features: gloss Raptor TC-2 finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger_carbon_solid-blue,"LS2 Challenger Carbon Solid Blue",LS2,"Professional 8k studio product photography of a LS2 Challenger Carbon Solid Blue motorcycle helmet. Features: matte Solid Blue finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger_carbon_urban-tc-2,"LS2 Challenger Carbon Urban TC-2",LS2,"Professional 8k studio product photography of a LS2 Challenger Carbon Urban TC-2 motorcycle helmet. Features: gloss Urban TC-2 finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger_carbon_urban-tc-5,"LS2 Challenger Carbon Urban TC-5",LS2,"Professional 8k studio product photography of a LS2 Challenger Carbon Urban TC-5 motorcycle helmet. Features: matte Urban TC-5 finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger_gt,"LS2 Challenger GT",LS2,"Professional 8k studio product photography of a LS2 Challenger GT motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger_gt_gloss-white,"LS2 Challenger GT Gloss White",LS2,"Professional 8k studio product photography of a LS2 Challenger GT Gloss White motorcycle helmet. Features: gloss Gloss White finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger_gt_grey,"LS2 Challenger GT Grey",LS2,"Professional 8k studio product photography of a LS2 Challenger GT Grey motorcycle helmet. Features: matte Grey finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger_gt_hi-viz-yellow,"LS2 Challenger GT Hi-Viz Yellow",LS2,"Professional 8k studio product photography of a LS2 Challenger GT Hi-Viz Yellow motorcycle helmet. Features: gloss Hi-Viz Yellow finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger_gt_matte-black,"LS2 Challenger GT Matte Black",LS2,"Professional 8k studio product photography of a LS2 Challenger GT Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger_matte-black,"LS2 Challenger Matte Black",LS2,"Professional 8k studio product photography of a LS2 Challenger Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_challenger_white,"LS2 Challenger White",LS2,"Professional 8k studio product photography of a LS2 Challenger White motorcycle helmet. Features: gloss White finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_copter,"LS2 Copter",LS2,"Professional 8k studio product photography of a LS2 Copter motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_copter_anthracite,"LS2 Copter Anthracite",LS2,"Professional 8k studio product photography of a LS2 Copter Anthracite motorcycle helmet. Features: matte Anthracite finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_copter_apex-tc-5,"LS2 Copter Apex TC-5",LS2,"Professional 8k studio product photography of a LS2 Copter Apex TC-5 motorcycle helmet. Features: gloss Apex TC-5 finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_copter_course-tc-3,"LS2 Copter Course TC-3",LS2,"Professional 8k studio product photography of a LS2 Copter Course TC-3 motorcycle helmet. Features: matte Course TC-3 finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_copter_gloss-white,"LS2 Copter Gloss White",LS2,"Professional 8k studio product photography of a LS2 Copter Gloss White motorcycle helmet. Features: gloss Gloss White finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_copter_matte-black,"LS2 Copter Matte Black",LS2,"Professional 8k studio product photography of a LS2 Copter Matte Black motorcycle helmet. Features: matte Matte Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_copter_racer-tc-3,"LS2 Copter Racer TC-3",LS2,"Professional 8k studio product photography of a LS2 Copter Racer TC-3 motorcycle helmet. Features: matte Racer TC-3 finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_explorer,"LS2 Explorer",LS2,"Professional 8k studio product photography of a LS2 Explorer motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_explorer_c,"LS2 Explorer C",LS2,"Professional 8k studio product photography of a LS2 Explorer C motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_explorer_c_course-tc-1,"LS2 Explorer C Course TC-1",LS2,"Professional 8k studio product photography of a LS2 Explorer C Course TC-1 motorcycle helmet. Features: matte Course TC-1 finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_explorer_c_gloss-black,"LS2 Explorer C Gloss Black",LS2,"Professional 8k studio product photography of a LS2 Explorer C Gloss Black motorcycle helmet. Features: gloss Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_explorer_c_operator-tc-3,"LS2 Explorer C Operator TC-3",LS2,"Professional 8k studio product photography of a LS2 Explorer C Operator TC-3 motorcycle helmet. Features: gloss Operator TC-3 finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_explorer_c_racer-tc-3,"LS2 Explorer C Racer TC-3",LS2,"Professional 8k studio product photography of a LS2 Explorer C Racer TC-3 motorcycle helmet. Features: gloss Racer TC-3 finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_explorer_c_raptor-tc-2,"LS2 Explorer C Raptor TC-2",LS2,"Professional 8k studio product photography of a LS2 Explorer C Raptor TC-2 motorcycle helmet. Features: matte Raptor TC-2 finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_explorer_c_silver-metallic,"LS2 Explorer C Silver Metallic",LS2,"Professional 8k studio product photography of a LS2 Explorer C Silver Metallic motorcycle helmet. Features: gloss Silver Metallic finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_explorer_course-tc-2,"LS2 Explorer Course TC-2",LS2,"Professional 8k studio product photography of a LS2 Explorer Course TC-2 motorcycle helmet. Features: matte Course TC-2 finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_explorer_gloss-black,"LS2 Explorer Gloss Black",LS2,"Professional 8k studio product photography of a LS2 Explorer Gloss Black motorcycle helmet. Features: gloss Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_explorer_gloss-white,"LS2 Explorer Gloss White",LS2,"Professional 8k studio product photography of a LS2 Explorer Gloss White motorcycle helmet. Features: gloss Gloss White finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_explorer_raptor-tc-2,"LS2 Explorer Raptor TC-2",LS2,"Professional 8k studio product photography of a LS2 Explorer Raptor TC-2 motorcycle helmet. Features: gloss Raptor TC-2 finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_explorer_tech-red,"LS2 Explorer Tech Red",LS2,"Professional 8k studio product photography of a LS2 Explorer Tech Red motorcycle helmet. Features: gloss Tech Red finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_explorer_urban-grey,"LS2 Explorer Urban Grey",LS2,"Professional 8k studio product photography of a LS2 Explorer Urban Grey motorcycle helmet. Features: matte Urban Grey finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff396,"LS2 FF396",LS2,"Professional 8k studio product photography of a LS2 FF396 motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff396_carbon,"LS2 FF396 Carbon",LS2,"Professional 8k studio product photography of a LS2 FF396 Carbon motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff396_gloss_white,"LS2 FF396 Gloss White",LS2,"Professional 8k studio product photography of a LS2 FF396 Gloss White motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff396_matte_black,"LS2 FF396 Matte Black",LS2,"Professional 8k studio product photography of a LS2 FF396 Matte Black motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff396_raptor_tc_2,"LS2 LS2 FF396 Raptor TC-2",LS2,"Professional 8k studio product photography of a LS2 LS2 FF396 Raptor TC-2 motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff396_tech_red,"LS2 LS2 FF396 Tech Red",LS2,"Professional 8k studio product photography of a LS2 LS2 FF396 Tech Red motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff406,"LS2 FF406",LS2,"Professional 8k studio product photography of a LS2 FF406 motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff406_carbon,"LS2 LS2 FF406 Carbon",LS2,"Professional 8k studio product photography of a LS2 LS2 FF406 Carbon motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff406_gloss_white,"LS2 FF406 Gloss White",LS2,"Professional 8k studio product photography of a LS2 FF406 Gloss White motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff406_matte_black,"LS2 FF406 Matte Black",LS2,"Professional 8k studio product photography of a LS2 FF406 Matte Black motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff406_raptor_tc_2,"LS2 LS2 FF406 Raptor TC-2",LS2,"Professional 8k studio product photography of a LS2 LS2 FF406 Raptor TC-2 motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff406_tech_red,"LS2 LS2 FF406 Tech Red",LS2,"Professional 8k studio product photography of a LS2 LS2 FF406 Tech Red motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff416,"LS2 FF416",LS2,"Professional 8k studio product photography of a LS2 FF416 motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff416_carbon,"LS2 FF416 Carbon",LS2,"Professional 8k studio product photography of a LS2 FF416 Carbon motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff416_gloss_white,"LS2 FF416 Gloss White",LS2,"Professional 8k studio product photography of a LS2 FF416 Gloss White motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff416_matte_black,"LS2 LS2 FF416 Matte Black",LS2,"Professional 8k studio product photography of a LS2 LS2 FF416 Matte Black motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff416_raptor_tc_2,"LS2 LS2 FF416 Raptor TC-2",LS2,"Professional 8k studio product photography of a LS2 LS2 FF416 Raptor TC-2 motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_ff416_tech_red,"LS2 LS2 FF416 Tech Red",LS2,"Professional 8k studio product photography of a LS2 LS2 FF416 Tech Red motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_pioneer,"LS2 Pioneer",LS2,"Professional 8k studio product photography of a LS2 Pioneer motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_pioneer_grey,"LS2 Pioneer Grey",LS2,"Professional 8k studio product photography of a LS2 Pioneer Grey motorcycle helmet. Features: matte Grey finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_pioneer_matte-black,"LS2 Pioneer Matte Black",LS2,"Professional 8k studio product photography of a LS2 Pioneer Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_rapid,"LS2 Rapid",LS2,"Professional 8k studio product photography of a LS2 Rapid motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_rapid_black,"LS2 Rapid Black",LS2,"Professional 8k studio product photography of a LS2 Rapid Black motorcycle helmet. Features: matte Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_rapid_silver,"LS2 Rapid Silver",LS2,"Professional 8k studio product photography of a LS2 Rapid Silver motorcycle helmet. Features: gloss Silver finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_storm,"LS2 Storm",LS2,"Professional 8k studio product photography of a LS2 Storm motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_storm_matte-black,"LS2 Storm Matte Black",LS2,"Professional 8k studio product photography of a LS2 Storm Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_storm_white,"LS2 Storm White",LS2,"Professional 8k studio product photography of a LS2 Storm White motorcycle helmet. Features: gloss White finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_stream_2,"LS2 Stream 2",LS2,"Professional 8k studio product photography of a LS2 Stream 2 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_stream_2_hi-viz-yellow,"LS2 Stream 2 Hi-Viz Yellow",LS2,"Professional 8k studio product photography of a LS2 Stream 2 Hi-Viz Yellow motorcycle helmet. Features: gloss Hi-Viz Yellow finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_stream_2_matte-black,"LS2 Stream 2 Matte Black",LS2,"Professional 8k studio product photography of a LS2 Stream 2 Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_stream_2_raptor-red,"LS2 Stream 2 Raptor Red",LS2,"Professional 8k studio product photography of a LS2 Stream 2 Raptor Red motorcycle helmet. Features: gloss Raptor Red finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_stream_2_tech-tc-1,"LS2 Stream 2 Tech TC-1",LS2,"Professional 8k studio product photography of a LS2 Stream 2 Tech TC-1 motorcycle helmet. Features: gloss Tech TC-1 finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_stream_2_vortex-red,"LS2 Stream 2 Vortex Red",LS2,"Professional 8k studio product photography of a LS2 Stream 2 Vortex Red motorcycle helmet. Features: gloss Vortex Red finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_stream_2_vortex-tc-2,"LS2 Stream 2 Vortex TC-2",LS2,"Professional 8k studio product photography of a LS2 Stream 2 Vortex TC-2 motorcycle helmet. Features: gloss Vortex TC-2 finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_thunder,"LS2 Thunder",LS2,"Professional 8k studio product photography of a LS2 Thunder motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
ls2_thunder_blue,"LS2 Thunder Blue",LS2,"Professional 8k studio product photography of a LS2 Thunder Blue motorcycle helmet. Features: gloss Blue finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
